trade_id,entry_time,exit_time,entry_price,exit_price,quantity,profit_pct,profit_usdt,direction_prob,exit_signal_prob,trade_result,trade_duration
"41810030083","2025-04-23 00:15:01","2025-04-23 04:45:01","93484.27","93168.18","0.00010000","-0.3381","-0.0316","0.5908","0.4792","Loss","4 hours 30 minutes"
"41823032025","2025-04-23 05:15:01","2025-04-23 11:00:02","93452.46","93731.05","0.00010000","0.2981","0.0279","0.6789","0.4794","Win","5 hours 45 minutes"
"41836330650","2025-04-23 11:15:01","2025-04-23 13:15:02","93633.55","93968.55","0.00010000","0.3578","0.0335","0.7219","0.4705","Win","2 hours 0 minutes"
"41841512497","2025-04-23 13:30:01","2025-04-23 21:15:01","94000.00","93855.35","0.00010000","-0.1539","-0.0145","0.7002","0.4084","Loss","7 hours 45 minutes"
