timestamp,action,price,quantity,usdt_amount,trade_id,direction_prob,magnitude_class,magnitude_prob

"2025-04-20T15:48:01.094254+00:00","ENTRY",84450.51,0.00012,10.76,41656937664,0.9361024498939514,5,0.5358293056488037
"2025-04-20T15:52:00.757621+00:00","EXIT",84323.67,0.00012,10.1188404,41657042715,0.7084317803382874,5,0.4754403531551361
"2025-04-20T15:53:01.076782+00:00","ENTRY",84320.48,0.00012,10.74,41657073337,0.7080894112586975,5,0.5062699317932129
