trade_id,entry_time,exit_time,entry_price,exit_price,quantity,profit_pct,profit_usdt,direction_prob,exit_signal_prob,trade_result,trade_duration
"41921805173","2025-04-24 22:30:01","2025-04-25 06:45:01","93531.25","93545.64","0.00010000","0.0154","0.0014","0.6778","0.4261","Win","8 hours 15 minutes"
